f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,truth
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.01281923076923086,0.10736705263157909,0.16891745495495503,0.23671340579710154,0.32500000000000007,0.3846153846153847,0.42105263157894746,0.45945945945945954,0.204449060222478,0.2788144074675326,0.3260209462365593,0.3767117351598175,0.13145428603821663,2.6244389301899007,0.01281923076923086,0.10736705263157909,0.16891745495495503,0.23671340579710154,0.32500000000000007,0.3846153846153847,0.42105263157894746,0.45945945945945954,0.204449060222478,0.2788144074675326,0.3260209462365593,0.3767117351598175,0.13145428603821663,1.0
0.01281923076923086,0.10736705263157909,0.16891745495495503,0.23671340579710154,0.32500000000000007,0.3846153846153847,0.42105263157894746,0.45945945945945954,0.204449060222478,0.2788144074675326,0.3260209462365593,0.3767117351598175,0.13145428603821663,2.6244389301899007,0.01281923076923086,0.10736705263157909,0.16891745495495503,0.23671340579710154,0.32500000000000007,0.3846153846153847,0.42105263157894746,0.45945945945945954,0.204449060222478,0.2788144074675326,0.3260209462365593,0.3767117351598175,0.13145428603821663,1.0
0.07142899999999985,0.14351898148148146,0.10033494983277591,0.09818236363636368,-0.038461538461538436,0.040000000000000036,0.0,0.0,0.017429411764705804,0.09262189952904254,0.05106408510638294,0.05000027777777771,0.10336632373765531,-0.5999999999999996,0.07142899999999985,0.14351898148148146,0.10033494983277591,0.09818236363636368,-0.038461538461538436,0.040000000000000036,0.0,0.0,0.017429411764705804,0.09262189952904254,0.05106408510638294,0.05000027777777771,0.10336632373765531,-1.0
0.07142899999999985,0.14351898148148146,0.10033494983277591,0.09818236363636368,-0.038461538461538436,0.040000000000000036,0.0,0.0,0.017429411764705804,0.09262189952904254,0.05106408510638294,0.05000027777777771,0.10336632373765531,-0.5999999999999996,0.07142899999999985,0.14351898148148146,0.10033494983277591,0.09818236363636368,-0.038461538461538436,0.040000000000000036,0.0,0.0,0.017429411764705804,0.09262189952904254,0.05106408510638294,0.05000027777777771,0.10336632373765531,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.0006746963562752617,-0.027738193456614546,-0.029279204204204157,-0.030952301587301667,-0.02564102564102555,-0.05263157894736836,-0.05405405405405406,-0.05555555555555569,-0.013319980019979916,-0.040350842105263074,-0.04183631988152536,-0.043427190923317815,-0.022161098901098963,-0.14395905121980057,-0.0006746963562752617,-0.027738193456614546,-0.029279204204204157,-0.030952301587301667,-0.02564102564102555,-0.05263157894736836,-0.05405405405405406,-0.05555555555555569,-0.013319980019979916,-0.040350842105263074,-0.04183631988152536,-0.043427190923317815,-0.022161098901098963,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
-0.006707275541795621,0.005946648648648578,0.018708219954648553,0.03154839285714284,-0.2549019607843137,-0.2400000000000001,-0.22448979591836737,-0.20833333333333337,-0.1489311962987443,-0.13540200000000002,-0.1214882833133254,-0.10717838855421691,0.012373996479660976,-2.6212006230805995,-0.006707275541795621,0.005946648648648578,0.018708219954648553,0.03154839285714284,-0.2549019607843137,-0.2400000000000001,-0.22448979591836737,-0.20833333333333337,-0.1489311962987443,-0.13540200000000002,-0.1214882833133254,-0.10717838855421691,0.012373996479660976,1.0
-0.006707275541795621,0.005946648648648578,0.018708219954648553,0.03154839285714284,-0.2549019607843137,-0.2400000000000001,-0.22448979591836737,-0.20833333333333337,-0.1489311962987443,-0.13540200000000002,-0.1214882833133254,-0.10717838855421691,0.012373996479660976,-2.6212006230805995,-0.006707275541795621,0.005946648648648578,0.018708219954648553,0.03154839285714284,-0.2549019607843137,-0.2400000000000001,-0.22448979591836737,-0.20833333333333337,-0.1489311962987443,-0.13540200000000002,-0.1214882833133254,-0.10717838855421691,0.012373996479660976,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
-0.02702632432432428,-0.02777704081632648,-0.03630874999999989,-0.045681289111389356,-0.27450980392156865,-0.28,-0.2857142857142857,-0.29166666666666674,-0.17191689918991881,-0.1759451961475218,-0.18335756013745708,-0.19127052631578956,-0.034198351063009946,-2.621523887866002,-0.02702632432432428,-0.02777704081632648,-0.03630874999999989,-0.045681289111389356,-0.27450980392156865,-0.28,-0.2857142857142857,-0.29166666666666674,-0.17191689918991881,-0.1759451961475218,-0.18335756013745708,-0.19127052631578956,-0.034198351063009946,1.0
-0.02702632432432428,-0.02777704081632648,-0.03630874999999989,-0.045681289111389356,-0.27450980392156865,-0.28,-0.2857142857142857,-0.29166666666666674,-0.17191689918991881,-0.1759451961475218,-0.18335756013745708,-0.19127052631578956,-0.034198351063009946,-2.621523887866002,-0.02702632432432428,-0.02777704081632648,-0.03630874999999989,-0.045681289111389356,-0.27450980392156865,-0.28,-0.2857142857142857,-0.29166666666666674,-0.17191689918991881,-0.1759451961475218,-0.18335756013745708,-0.19127052631578956,-0.034198351063009946,1.0
